Address,found_address,coordinates,District
"կոմիտասի պողոտա 50, երևան","Armenia, Yerevan, Komitas Avenue, 50","40.206535,44.51304",Արաբկիր
"սարյան փողոց 4, երևան","Armenia, Yerevan, Saryan Street, 4","40.187399,44.508953",Կենտրոն
"չարենցի փողոց 12, երևան","Armenia, Yerevan, Charents Street, 12","40.181025,44.527405",Կենտրոն
"նոր արեշ 11-րդ փողոց 72, երևան","Armenia, Yerevan, Nor Aresh 11th Street, 72","40.143739,44.522805",Էրեբունի
"վրացական փողոց 23, երևան","Armenia, Yerevan, Vratsakan Street, 21","40.208973,44.510992",Արաբկիր
"թումանյան թաղամաս 6/2, երևան","Armenia, Yerevan, The Administrative District of Avan, Tumanyan District, 6/2","40.216707,44.57338",Ավան
"խաչատուր աբովյան փողոց, երևան","Armenia, Yerevan, Abovyan Street","40.184787,44.520137",Կենտրոն
"առնո բաբաջանյան փողոց 167, երևան","Armenia, Yerevan, Arno Babajanyan Street, 167","40.161482,44.443205",Մալաթիա-Սեբաստիա
"երվանդ քոչարի փողոց 23, երևան","Armenia, Yerevan, Yervand Kochar Street, 23","40.169215,44.516562",Կենտրոն
"մինաս ավետիսյանի 3-րդ փողոց 2, երևան","Armenia, Yerevan, Minas Avetisyan 3rd Street, 2","40.20752,44.541652",Քանաքեռ-Զեյթուն
"տիգրան մեծի պողոտա 31, երևան","Armenia, Yerevan, Tigran Mets Avenue, 31","40.169559,44.514648",Կենտրոն
"11-я улица нубарашена 26, ереван","Armenia, Yerevan, Nubarashen 11th Street, 24/1","40.082078,44.546359",Նուբարաշեն
"զաքարիա քանաքեռցու փողոց 29, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 29","40.216253,44.53425",Քանաքեռ-Զեյթուն
"մարգարյան փողոց 25, երևան","Armenia, Yerevan, Margaryan Street, 25","40.203842,44.474018",Աջափնյակ
"քաջազնունի փողոց 2, երևան","Armenia, Yerevan, Kajaznuni Street, 2","40.170786,44.518942",Կենտրոն
"ծարավ աղբյուրի փողոց 55a, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55A","40.215048,44.550509",Ավան
"frik street, yerevan","Armenia, Yerevan, Frik Street","40.185986,44.505072",Կենտրոն
"մառի փողոց, երևան","Armenia, Yerevan, Mar Street","40.185228,44.568017",Նոր Նորք
"մալյան փողոց, երևան","Armenia, Yerevan, Davit Malyan Street","40.209249,44.567757",Ավան
"արամ խաչատրյան փողոց 22a, երևան","Armenia, Yerevan, Aram Khachatryan Street, 22A","40.206094,44.501928",Արաբկիր
"moldovakan street, yerevan","Armenia, Yerevan, Moldovakan Street","40.19871,44.568511",Նոր Նորք
"սեբաստիայի փողոց 10, երևան","Armenia, Yerevan, Sebastia Street, 10","40.186255,44.461037",Մալաթիա-Սեբաստիա
"սարյան փողոց 16, երևան","Armenia, Yerevan, Saryan Street, 16","40.185972,44.507372",Կենտրոն
"արցախի պողոտա 20, երևան","Armenia, Yerevan, Artsakh Avenue, 20","40.145731,44.509753",Էրեբունի
"արամ խաչատրյան փողոց 30, երևան","Armenia, Yerevan, Aram Khachatryan Street, 30","40.207644,44.504956",Արաբկիր
"քըրք քըրքորյան փողոց, երևան","Armenia, Yerevan, Kirk Kerkorian Street","40.191236,44.471044",Աջափնյակ
"դեղատան փողոց, երևան","Armenia, Yerevan, Deghatan Street","40.174789,44.511028",Կենտրոն
"վահրամ փափազյան փողոց 118/1, երևան","Armenia, Yerevan, Vahram Papazyan Street, 118/1","40.21022,44.49882",Արաբկիր
"արմեն տիգրանյանի փողոց, երևան","Armenia, Yerevan, Armen Tigranyan Street","40.200136,44.525967",Քանաքեռ-Զեյթուն
"հակոբ հակոբյան փողոց 2, երևան","Armenia, Yerevan, Hakob Hakobyan Street, 2","40.199227,44.492388",Արաբկիր
"գյուլբենկյան փողոց 29ա, երևան","Armenia, Yerevan, Gyulbenkyan Street, 29A","40.199468,44.495362",Արաբկիր
"գարեգին հովսեփյանի փողոց, երևան","Armenia, Yerevan, Garegin Hovsepyan Street","40.178283,44.540161",Նորք-Մարաշ
"դուրյան թաղամաս 50, երևան","Armenia, Yerevan, The Administrative District of Avan, Duryan District, 50","40.211508,44.579426",Ավան
"a.mikoyan st 1, yerevan","Armenia, Yerevan, Artem Mikoyan Street, 1","40.185159,44.56375",Նոր Նորք
"շահումյանի 1-ին փողոց, երևան","Armenia, Yerevan, Shahumyan 1st Street","40.167519,44.462555",Մալաթիա-Սեբաստիա
"թումանյան փողոց 5, երևան","Armenia, Yerevan, Tumanyan Street, 5","40.179241,44.521467",Կենտրոն
"անաստաս միկոյանի փողոց 25, երևան","Armenia, Yerevan, Tigran Mets Avenue, 25","40.170613,44.51384",Կենտրոն
"անաստաս միկոյան փողոց 2, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 2","40.210957,44.486387",Աջափնյակ
"հալաբյան փողոց 9/1, երևան","Armenia, Yerevan, Halabyan Street, 9/1","40.191463,44.477018",Աջափնյակ
"վահրամ փափազյան փողոց, yerevan","Armenia, Yerevan, Vahram Papazyan Street","40.204145,44.502351",Արաբկիր
"սմբատ զորավարի փողոց 42, երևան","Armenia, Yerevan, Smbat Zoravar Street, 42","40.153431,44.501389",Շենգավիթ
"տերյան փողոց 1, երևան","Armenia, Yerevan, Teryan Street, 1","40.181149,44.512196",Կենտրոն
"մյասնիկյան պողոտա, երևան","Armenia, Yerevan, Myasnikyan Avenue","40.196809,44.548533",Կենտրոն
"գյուլբենկյան փողոց 38a, երևան","Armenia, Yerevan, Gyulbenkyan Street, 38A","40.202719,44.495182",Արաբկիր
"квартал силикян , ереван","Armenia, Yerevan, The Administrative District of Ajapnyak, Silikyan Quarter","40.211005,44.438795",Աջափնյակ
"վառլամ ավանեսովի փողոց, երևան","Armenia, Yerevan, Avanesov Street","40.131549,44.528815",Էրեբունի
"ազատության պողոտա 2a, երևան","Armenia, Yerevan, Azatutyan Avenue, 2A","40.199096,44.520622",Քանաքեռ-Զեյթուն
"վրացական փողոց 15, երևան","Armenia, Yerevan, Vratsakan Street, 15","40.20772,44.510184",Արաբկիր
"բագրատունյաց փողոց 20, երևան","Armenia, Yerevan, Bagratunyats Street, 20","40.150081,44.484303",Շենգավիթ
"հովսեփ էմինի փողոց 6, երևան","Armenia, Yerevan, Hovsep Emin Street, 6","40.203938,44.491068",Արաբկիր
"մինաս ավետիսյանի 3-րդ փողոց, երևան","Armenia, Yerevan, Minas Avetisyan 3rd Street","40.207396,44.541301",Քանաքեռ-Զեյթուն
"կոմիտասի պողոտա 27, երևան","Armenia, Yerevan, Komitas Avenue, 27","40.205557,44.504515",Արաբկիր
"ներքին շենգավիթի 11-րդ փողոց 50/1, երևան","Armenia, Yerevan, Vahram Aristakesyan Street, 50/1","40.139182,44.481752",Շենգավիթ
"շինարարների փողոց 15, երևան","Armenia, Yerevan, Shinararner Street, 15","40.194701,44.473434",Աջափնյակ
"նազարբեկյան թաղամաս , երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter","40.213278,44.460696",Աջափնյակ
"մյասնիկյան պողոտա 57/1, երևան","Armenia, Yerevan, Myasnikyan Avenue, 57/1","40.199702,44.550707",Քանաքեռ-Զեյթուն
"աբովյան փողոց 26, երևան","Armenia, Yerevan, Abovyan Street, 26","40.184147,44.519832",Կենտրոն
"սերո խանզադյան փողոց, երևան","Armenia, Yerevan, Sero Khanzadyan Street","40.192228,44.537097",Նորք-Մարաշ
"դավթաշենի 4-րդ թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 4th Block","40.222106,44.499853",Դավթաշեն
"լենինգրադյան փողոց 25/1, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 25/1","40.190513,44.470137",Մալաթիա-Սեբաստիա
"shopron street, yerevan","Armenia, Yerevan, Shopron Street","40.186289,44.55881",Նոր Նորք
"ler kamsari street, yerevan","Armenia, Yerevan, Ler Kamsar Street","40.194184,44.504992",Արաբկիր
"sayat-nova avenue 25, yerevan","Armenia, Yerevan, Sayat-Nova Avenue, 25","40.182479,44.520802",Կենտրոն
"դեղատան փողոց 10, երևան","Armenia, Yerevan, Deghatan Street, 10","40.174748,44.510822",Կենտրոն
"աքսել բակունցի 1-ին նրբանցք, երևան","Armenia, Yerevan, 1st Street 10 alley","40.143436,44.543206",Էրեբունի
"արաբկիրի 19-րդ փողոց, երևան","Armenia, Yerevan, Davit Hovhannes Street","40.201913,44.508154",Արաբկիր
"մովսես խորենացի փողոց 1-ին նրբանցք, երևան","Armenia, Yerevan, Movses Khorenatsi Street 1st Lane","40.166913,44.515592",Կենտրոն
"ավետ ավետիսյան փողոց 36, երևան","Armenia, Yerevan, Avet Avetisyan Street, 36","40.197333,44.498793",Արաբկիր
"ալեկսանդր սպենդարյանի փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794",Դավթաշեն
"ավան վարչական շրջան, երևան","Armenia, Yerevan, The Administrative District of Avan","40.219372,44.561271",Ավան
"մաշտոցի պողոտա 1, երևան","Armenia, Yerevan, Mashtots Avenue, 1","40.176815,44.502342",Կենտրոն
"արփենիկ նալբանդյան փողոց, երևան","Armenia, Yerevan, Arpenik Nalbandyan Street","40.177291,44.542397",Նորք-Մարաշ
"ֆրունզեի փողոց 8, երևան","Armenia, Yerevan, Frunze Street, 8","40.148827,44.495146",Շենգավիթ
"թոթովենցի փողոց 15, երևան","Armenia, Yerevan, Totovents Street, 15","40.205605,44.570353",Նոր Նորք
"մելքումովի փողոց, երևան","Armenia, Yerevan, Melkumov Street","40.214841,44.47126",Աջափնյակ
"նազարբեկյան թաղամաս 41/1, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 41","40.214442,44.458324",Աջափնյակ
"մովսես խորենացու փողոց, երևան","Armenia, Yerevan, Khorenatsi Street","40.165969,44.515071",Կենտրոն
"արարատյան փողոց, երևան","Armenia, Yerevan, Araratyan Street","40.141298,44.469095",Շենգավիթ
"ղազար փարպեցու փողոց 11a, երևան","Armenia, Yerevan, Ghazar Parpetsi Street, 11A","40.186083,44.51048",Կենտրոն
"զաքարիա սարկավագի փողոց 128բ, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 128B","40.23335,44.555405",Քանաքեռ-Զեյթուն
"եզնիկ կողբացու փողոց 30, երևան","Armenia, Yerevan, Yeznik Koghbatsi Street, 30","40.181928,44.511603",Կենտրոն
"բաղրամյան պողոտա 70, երևան","Armenia, Yerevan, Baghramyan Avenue, 70","40.196747,44.494356",Արաբկիր
"սարյան փողոց 27, երևան","Armenia, Yerevan, Saryan Street, 27","40.182362,44.505117",Կենտրոն
"դավիթ անհաղթի փողոց 17, երևան","Armenia, Yerevan, Davit Anhaght Street, 17","40.202389,44.532624",Քանաքեռ-Զեյթուն
"զաքարիա քանաքեռցու փողոց 131, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 131","40.226382,44.54803",Քանաքեռ-Զեյթուն
"անաստաս միկոյան փողոց 27, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 27","40.216838,44.495146",Դավթաշեն
"ղազարոս աղայան փողոց, երևան","Armenia, Yerevan, Ghazaros Aghayan Street","40.185359,44.519122",Կենտրոն
"զավարյան փողոց 64, երևան","Armenia, Yerevan, Zavaryan Street, 64","40.167912,44.519949",Կենտրոն
"գյուլբենկյան փողոց 27/1, երևան","Armenia, Yerevan, Gyulbenkyan Street, 27/1","40.198318,44.497015",Արաբկիր
"իսահակյան փողոց 8, երևան","Armenia, Yerevan, Isahakyan Street, 8","40.184884,44.524386",Կենտրոն
"հալաբյան փողոց 11, երևան","Armenia, Yerevan, Halabyan Street, 11","40.19249,44.477764",Աջափնյակ
"թբիլիսյան խճուղի 7/32, երևան","Armenia, Yerevan, Tbilisyan Highway, 7/32","40.222561,44.529048",Արաբկիր
"տիգրան պետրոսյանի փողոց 1ա, երևան","Armenia, Yerevan, Shirak Street, 1А","40.14003,44.467496",Շենգավիթ
"մաշտոցի պողոտա 58, երևան","Armenia, Yerevan, Mashtots Avenue, 58","40.191298,44.52073",Կենտրոն
"սայաթ-նովայի պողոտա 27, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 27","40.181928,44.521449",Կենտրոն
"մառի փողոցի նրբանցք 8, երևան","Armenia, Yerevan, Mar Street Lane, 8","40.18795,44.565924",Նոր Նորք
"malatia st, yerevan","Armenia, Yerevan, Malatiya Street","40.174218,44.458459",Մալաթիա-Սեբաստիա
"պարույր սևակի փողոց 17, երևան","Armenia, Yerevan, Paruyr Sevak Street, 17","40.205536,44.539514",Քանաքեռ-Զեյթուն
"1 թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 1","40.221376,44.487555",Դավթաշեն
"արշակունյաց պողոտա 52/1, երևան","Armenia, Yerevan, Arshakunyats Avenue, 52/1","40.146917,44.49661",Շենգավիթ
"երզնկյան փողոց 22, երևան","Armenia, Yerevan, Yerznkyan Street, 22","40.194088,44.492541",Արաբկիր
"նորք-մարաշ վարչական շրջան 32/1, երևան","Armenia, Yerevan, The Administrative District of Nork-Marash, 32/1","40.183134,44.54388",Նորք-Մարաշ
"ղափանցյան փողոց 8a, երևան","Armenia, Yerevan, Ghapantsyan Street, 8A","40.217609,44.524278",Արաբկիր
"դավիթ մալյան փողոցի նրբանցք, երևան","Armenia, Yerevan, Davit Malyan Street Lane","40.207045,44.566338",Նոր Նորք
"գրիգոր լուսավորչի փողոց, երևան","Armenia, Yerevan, Surb Grigor Lusavorich Street","40.17419,44.505854",Կենտրոն
"sayat nova avenu, երևան","Armenia, Yerevan, Sayat-Nova Avenue","40.181859,44.521206",Կենտրոն
"ներսիսյան փակուղի 1, երևան","Armenia, Yerevan, Levon Nersisyan Street, 1","40.205819,44.530926",Քանաքեռ-Զեյթուն
"անաստաս միկոյան փողոց 21/2, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 25","40.216494,44.494661",Դավթաշեն
"16 թաղամաս 12, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 12","40.21973,44.487124",Դավթաշեն
"հրաչյա աճառյան փողոցի 1-ին փակուղի, երևան","Armenia, Yerevan, Hrachya Acharyan Street 1st Deadlock","40.218119,44.565089",Ավան
"դավթաշեն 1-ին թաղամաս 30, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 30","40.222574,44.489163",Դավթաշեն
"սևքարեցի սաքոյի փողոց 1բ, երևան","Armenia, Yerevan, Sevkaretsi Sako Street, 1Բ","40.206397,44.492739",Արաբկիր
"մինսկի փողոց 17-19, երևան","Armenia, Yerevan, Minsk Street, 17-19","40.17778,44.57709",Նոր Նորք
"մարգարյան փողոց 17, երևան","Armenia, Yerevan, Margaryan Street, 17","40.204806,44.475554",Աջափնյակ
"ադոնցի փողոց 2/4, երևան","Armenia, Yerevan, Adonts Street, 2/4","40.21148,44.525976",Արաբկիր
"մխիթար հերացու փողոց, երևան","Armenia, Yerevan, Heratsi Street","40.189155,44.528213",Կենտրոն
"տիգրան մեծ պողոտա 31, երևան","Armenia, Yerevan, Tigran Mets Avenue, 31","40.169559,44.514648",Կենտրոն
"արաբկիրի 25-րդ փողոց, երևան","Armenia, Yerevan, Slavik Chiloyan Street","40.200281,44.509501",Արաբկիր
